RANK,SIZE,FARM / CWS,FARMER / REPRESENTATIVE,REGION,SCORE
1,15,El Aguacate,Gregorio Arnulfo Botina,"Sandoná, Nariño",93.13
2,15,Balvanera,José Yepes,"Chachagüí, Nariño",92.58
3,15,Guayacanera,Hernando Artunduaga,"Palermo, Huila",90.83
4,15,Palacio,Luis Alirio Puyo Viteche,"La Plata, Huila",90
5,15,El Cedral,Alexander Rojas Blandon,"Planadas, Tolima",89.63
6,15,La Tolalta,Wilfredo Burbano,"El Tambo, Nariño",89.43
7,23,La Esmeralda,Benecio Díaz Delgado,"Santa María, Huila",89.4
8,18,Pinares,Octavio Cardozo Salinas,"Neiva, Huila",89.28
9,15,El Naranjal,Arcecio Zamora T.,"Palermo, Huila",89.05
10,15,La Florida,Idelver Gironza Gomez,"Sucre, Cauca",88.63
11,16,La Esperanza,Oscar Humberto Agudelo,"Tuluá, Valle del Cauca",87.93
12,15,Las Mangas,Amparo Maya,"Chachagüí, Nariño",86.7
13,15,Buena Vista,Reinel Rios Granada,"Planadas, Tolima",86.6
14,22,La Mina,Franco López,"Buesacó, Nariño",86.58
15,15,El Lechal,Omar Antonio Pérez Gómez,"Bolívar, Cauca",86.48
16,15,El Recuerdo,Marcos Elías Céspedes,"Planadas, Tolima",86.23
17,15,Los Abuelos,Lidio Gómez Peñafiel,"Patía, Cauca",86.18
18,15,El Edén,Angel María Riveros,"Planadas, Tolima",86.1
19,15,Bella Vista,José Antonio Velasco Ch,"Popayán, Cauca",85.98
20,24,La Lagrimita,José Eliuth Muñoz M,"Tambo, Cauca",85.68
21,15,Piedra Blanca,Jesús Guevara – Nelcy Villota,"Samaniego, Nariño",85.6
22,21,Las Rocas,Libardo Casamachin Sanchez,"La Plata, Huila",85.5
23,15,La Orquidea,Cerbulo Yara,"La Plata, Huila",85.38
24,15,Los Andes,Alcides Arandia,"La Plata, Huila",85.18
25,16,La Isla,Edith Enciso Yasso,"Planadas, Tolima",85.18
26,15,Las Brisas,Rubén Peñaloza,"Planadas, Tolima",85.13
27,15,El Recreo,Ramiro Vasquez,"Algeciras, Huila",84.58
28,16,Bonanza,Javier Medina Alvarez,"El Pital, Huila",84.4
29,17,Los Lirios,Ramon Perez,"Chaparral, Tolima",84.4
30,17,Bolivia,Fernando Canacue,"Palermo, Huila",84.33
31,16,San Luis,Jesus Anibal Camacho,"Santa María, Huila",84.28
32,16,La Cumbre,Aura Elicenia Silva,"Sotará, Cauca",84.18
33,15,Los Cedros,Carlos Mario Otela,"La Plata, Huila",84.13
