RANK,SIZE,FARM / CWS,FARMER / REPRESENTATIVE,REGION,SCORE
1,31,COOPAC Mushonyi,Uwimana Issa,"Rutsiro, Western",90.11
2,33,Dukundekawa Musasa Nyanza/…,Twaguramungu J. Damascene,"Gakenke, Northern",90.08
3,31,Abakundakawa Minazi/ MISOZI,Nyiringabo Leomide’s,"Gakenke, Northern",89.71
4,32,Mahembe,Karemangingo Alexis,"Nyamasheke, Western",88.89
5,45,Kopakama,Nzabonimpa Damascene,"Rutsira, Western",88.87
6,31,Shenga Coffee,Mutunge Marie,"Kamonyi, Southern",88.53
7,32,Dukundekawa Musasa Ruli-…,Ntagozera Ladislas,"Gakenke, Northern",88.16
8,34,Nyabumera,Niyonsaba Purisice,"Nyamasheke, Western",88.03
9,28,COOPAC Kabirizi,Ngirirabanga Albert,"Rutsiro, Western",87
10,36,Kopakama,Rutayisre Bayneto,"Rutsira, Western",86.92
11,28,COADECA/Muzo,Haguma Emmanuel,"Gakenke, Nothern",86.33
12,33,Nyakizu CWS,Kagabo Egide,"Nyaruguru, Southern",86.03
13,35,Abakundakawa Rushashi/ MISOZI,Musigiyende Casien,"Rulindo, Northern",86.03
14,28,BUF Coffee Nyarusiza/…,Nsabimana Martin,"Nyamagabe, Southern",85.93
15,34,Muyongwe/ (SOTKAMU)…,Habiyakare Sylivestre,"Gakenke, Northern",85.83
16,29,Matyazo Coffee,Muhawenimana David,"Ngororero, Western",85.15
17,29,KOAKAKA/Karambi/ RWASHOSCCO,Tegibanze Innocent,"Huye, Southern",84.98
18,28,Kopakaki Dutegure/ MISOZI,Ngarukia Fidisien,"Karongi, Western",84.95
19,33,MIG/Kibumbwe,Rwigema Evariste,"Nyamagabe, Southern",84.93
20,47,Mwasa CWS,Giraneza Clasto,"Nyamasheke, Western",84.48
21,37,MIG/Buremera,Nyirabuhoro Josephina,"Huye, Southern",84.45
22,29,Karama/Maraba IV/ RWASHOSCCO,Munganyinka Zephiline,"Huye, Southern",84.18
