RANK,SIZE,FARM / CWS,FARMER / REPRESENTATIVE,REGION,SCORE
1,33,Las Golondrinas,Rodrigo Peralta Paguaga,"Mozonte, Nueva Segovia",92.43
2,36,La Divina Providencia,Misael Sauceda Olivera,"Dipilto-Las Manos, Nueva Segovia",90.4
3,36,El Farallón/ El Naranjo,Rómulo Victor Paguaga Lanzas/ Pedro Pablo Paguaga Nuñez,"Dipilto-La Laguna, Nueva Segovia",90.2
4,35,La Marcela,Mario Martín Lovo Sotomayor,"Macuelizo-Brujil, Nueva Segovia",89.97
5,40,La Carolina,Andrés Figueroa Lópes,"Dipilto-Las Nubes, Nueva Segovia",89.93
6,36,El Recodo,Manuel Raúl Gonzáles Gonzáles,"Macuelizo-Suyatal, Nueva Segovia",89.67
7,37,Santa Elena,Santos Filomena Grádiz Amaya,"Dipilto-El Volcán, Nueva Segovia",89.57
8,37,Ojo De Agua,Luis Emilio Valladarez,"Dipilto-Los Mares, Nueva Segovia",88.83
9,40,San Francisco/ El Ayote,Fausto Alberto Averruz Ponce/Fausto Alberto Averrauz González,"Macuelizo-Suyatal, Nueva Segovia",88.53
10,36,Casa Blanca,Sergio Noé Ortez Ortez,"Dipilto-Los Planes, Nueva Segovia",88.13
11,36,Linda Vista,Francisco González Avilés,"Dipilto-Las Nubes, Nueva Segovia",87.69
12,37,"El Naranjo, Dipilto",Luis Emilio Valladarez,"Dipilto-El Guácimo, Nueva Segovia",87.44
13,37,Los Jilgueros,Manuel Armando Peralta Paguaga,"Macuelizo-Brujil, Nueva Segovia",87.28
14,39,Las Nubes,Carlos Alberto Bendaña Albir,"Dipilto, Nueva Segovia",87.22
15,36,La Esperanza,Salatiel De Jeús Zavala Ferrufino,"Dipilto-Las Manos, Nueva Segovia",86.88
16,37,Los Granadillos,Francisco Ponce Duarte,"Macuelizo-Brujil, Nueva Segovia",86.66
17,35,La Ampliación,Maycon Yader Montenegro López,"Dipilto-El Volcán, Nueva Segovia",86.63
18,36,Buena Vista/ San José,Miguel Ángel Calderón Córdoba/ Santos Roque Martínez Castro,"San Fernando-El Ural, Nueva Segovia",86.16
19,36,La Fuente,Norma Elena Marín Grádiz,"Dipiplto-El Volcán, Nueva Segovia",86.09
20,42,La Picona,Olga Marina González Cuadra,"Nueva Segovia, Las Manos, Dipilto, Nueva Segovia",85.91
21,35,La Laguna,Luis Emilio Valladarez,"Dipilto-La Laguna, Nueva Segovia",85.88
22,44,El Pinabety,Porfirio Sauceda Valladarez,"Dipilto-Las Manos, Nueva Segovia",85.63
23,48,Santa Prisca,Leonel De Jesús Rodríguez Valladarez,"Dipilto-Buenos Aires, Nueva Segovia",85.5
24,35,San José,Erwin Remigio Mierish Buitrago – R.L. Pedro José Solís Martínez,"Jinotega-Lipululu, Jinotega",85.47
25,54,El Socorro,Ageth Enrique Chavarría – R.L. Fátima Ismael Espinoza,"Jinotega- Mancotal, Jinotega",85.34
