RANK,SIZE,FARM / CWS,FARMER / REPRESENTATIVE,REGION,SCORE
1,38,El Esfuerzo,Norlan Daniel Matute Tercero,"Mozonte, Nueva Segovia",94.14
2,39,Monte Cristo,Jaime Jose Molina Fiallos,"Somoto, Madriz",91.45
3,42,Un Regalo de Dios,Luis Alberto Balladares Moncada,"Mozonte, Nueva Segovia",91.31
4,39,Santa Guadalupe,Jaime Rosales Pasquier,"Tomayunca, Jinotega",91.1
5,34,Los Altos,Erwin Mierisch Buitrago,"Jinotega, Jinotega",90.6
6,37,Los Congos,José René Paguaga Midense,"San Fernando, Nueva Segovia",90.52
7,42,Monte Libano,Carlos Emilio Maldonado Hernández,"El Volcán, Nueva Segovia",90.31
8,54,Las Flores,Gonzalo Adán Castillo Moreno,"Pueblo Nuevo, Esteli",90.26
9,40,Santa Isabel,Hernán Rodríguez Valladares,"Macuelizo, Nueva Segovia",89.76
10,42,Santa Elena,Santos Filomena Grádiz Amaya,"Dipilto-El Volcán, Nueva Segovia",88.88
11,42,La Providencia,Marlene Galo López,"Dipilto, Nueva Segovia",87.57
12,39,Los Jilgueros,Henry Enmanuel Padilla Casco,"Somoto, Madriz",87.5
13,45,La Bendición,Misael Saucedo Olivera,"Las Manos, Nueva Segovia",87.19
14,52,La Pradera,David Ariel Lovo Gutérrez,"Dipilto, Nueva Segovia",87.19
15,43,El Poste,Erling Misael Montenegro López,"Dipilto, Nueva Segovia",87.14
16,41,El Recuerdo,José Efrain Espinales Bautista,"Nueva Segovia, El Volcan, Dipilto, Nueva Segovia",87
17,43,Castañuela,Edgar Noel Gonzales Sauceda,"Dipilto, Nueva Segovia",86.98
18,42,El Progreso,José Noel Talavera Arauz,"Dipilto, Nueva Segovia",86.95
19,39,La Esperanza,Esperanza del Carmen Tercero Monca,"Mozonte, Nueva Segovia",86.83
20,41,Maria,Miguel Angel Marinez Morazan,"Dipilto, Nueva Segovia",86.81
21,41,Santa Gema,Mario Jose Vilchez Urbina,"Mozonte, Nueva Segovia",86.67
22,42,Los Jilgueros,Manuel Armando Peralta Paguaga,"Macuelizo-Brujil, Nueva Segovia",86.38
23,48,San Antonio,María Teresa Tercero Alfaro,"Mozonte, Nueva Segovia",86.31
24,42,La Buena Etancia,Absalón Antonio González Arauz,"Dipilto, Nueva Segovia",85.62
25,42,Linda Vista,Francisco González Avilez,"Dipilto, Nueva Segovia",85.45
26,41,La Carolina,Andrés Figueroa López,"Dipilto, Nueva Segovia",85.05
27,56,Bella Aurora,Joaquín Agusto Lovo López,"Dipilto, Nueva Segovia",84.33
