RANK,SIZE,FARM / CWS,FARMER / REPRESENTATIVE,REGION,SCORE
1a,9,El Esfuerzo 2017,Ignacio Estrada Burgo,"Jinotega, Jinotega",91.16
1b,8,El Esfuerzo 2017,Ignacio Estrada Burgo,"Jinotega, Jinotega",91.16
2a,12,Las Promesas de San Blas 2017,Gonzalo Adán Castillo Moreno,"Dipilto, Nueva Segovia",90.5
2b,12,Las Promesas de San Blas 2017,Gonzalo Adán Castillo Moreno,"Dipilto, Nueva Segovia",90.5
3a,6,Bella Aurora 2017,Luis Joaquin Lovo Gutiérrez,"Dipilto, Nueva Segovia",90.37
3b,6,Bella Aurora 2017,Luis Joaquin Lovo Gutiérrez,"Dipilto, Nueva Segovia",90.37
4,10,Las Delicias 2017,Eleane Mierisch & Gioconda Padilla,"Jinotega, Jinotega",89.87
5,11,Buena Vista 2017,Roger Esaú Herrera Ortez,"San Fernando, Nueva Segovia",89.75
6,10,La Esperanza 2017,Carlos Alexander López Pastrana,"Mozonte , Nueva Segovia",89.62
7,13,La Orquidea 2017,Arjen Roersma,"Jinotega, Jinotega",89.45
8,14,La Ampliación 2017,Guillermo Montenegro Ayestas,"Dipilto, Nueva Segovia",89.08
9,14,El Naranjo Dipilto 2017,Luis Emilio Valladarez,"Dipilto, Nueva Segovia",89.04
10,14,El Carmen 2017,Luis Emilio Valladarez,"San Juan Del Rio Coco, Madriz",88.58
11,16,Buenos Aires 2017,Luis Emilio Valladarez,"Dipilto, Nueva Segovia",88.33
12,15,La Montañita 2017,Jaime Blandon Rivera,"San Rafael Del Norte, Jinotega",88.12
13,10,Un Regalo de Dios 2017,Luis Alberto Balladarez Moncada,"Mozonte, Nueva Segovia",87.91
14,15,Ojo de Agua 2017,Luis Emilio Valladarez,"Dipilto, Nueva Segovia",87.83
15,22,Ojo de Agua 2017,Juan Ramón Díaz Suárez,"Dipilto, Nueva Segovia",87.79
16,12,El Ciprez 2017,Isabel Eugenia Albir Arguello,"Dipilto, Nueva Segovia",87.79
17,14,La Laguna 2017,Luis Emilio Valladarez,"Dipilto, Nueva Segovia",87.75
18,16,La Tormenta 2017,Francisco Irene Olivera Ruíz,"Dipilto, Nueva Segovia",87.7
19,13,La Divina Providencia 2017,Misael Sauceda Olivera,"Dipilto, Nueva Segovia",87.45
20,11,San Jose 2017,"MIMC S,A","Jinotega, Jinotega",86.66
21,35,Santa Maria 2017,Victor Manuel Robelo Rodriguez,"Matagalpa, Matagalpa",86.62
22,38,Agropecuaria el Cielo 2017,Agropecuaria El Cielo,"El Tuma La Dalia, Matagalpa",86.58
23,12,Santa Rita 2017,Roberto Carlos Castellanos Rodriguez,"Dipilto, Nueva Segovia",86.37
24,13,Santa Teresa 2017,Joaquin Augusto Lovo López,"Dipilto, Nueva Segovia",86.16
25,15,Santa Prisca 2017,Leonel De Jesús Rodríguez Valladarez,"Dipilto, Nueva Segovia",86.08
