RANK,SIZE,FARM / CWS,FARMER / REPRESENTATIVE,REGION,SCORE
1,36,La Esperanza,María Amparo Castellano Paguaga,"Nueva Segovia, El Volcan, Dipilto, Nueva Segovia",92.75
2,34,El Recuerdo,José Efrain Espinales Bautista,"Nueva Segovia, El Volcan, Dipilto, Nueva Segovia",91.83
3,39,Cima del Cielo,Francisco Noel Zeledón Centeno,"Madriz, San Juan del Rio Coco, Madriz",90.75
4,37,La Picona,Olga Marina González Cuadra,"Nueva Segovia, Las Manos, Dipilto, Nueva Segovia",90.43
5,40,San José,Ruperto Alidio Cornejo Salgado,"Madriz, Cerro Blanco, San Juan del Rio Coco, Madriz",90.3
6,33,Santa María de Lourdes,Octavio José Peralta Paguaga,"Nueva Segovia, Bayancun, San Fernando, Nueva Segovia",88.43
7,31,La Minita,Inversiones Mierisch,"Matagalpa, Laguna Verde, Matagalpa",88.08
8,35,La Carolina,Andrés Figueroa López,"Dipilto, Nueva Segovia",87.68
9,40,San Antonio,Bernardino Fortin Altamirano,"Madriz, San Juan del Rio Coco, Madriz",87.68
10,39,Santa Gema,Mario Jose Vilchez Urbina,"Mozonte, Nueva Segovia",86.53
11,38,Las Limas,Donald Ramón Roque Blandino,"Nueva Segovia, El Volcan, Dipilto, Nueva Segovia",86.47
12,36,Himalaya,Mauricio Arturo Ortez Beltrán,"Nueva Segovia, San Fernando, Nueva Segovia",86.28
13,37,Las Colinas,Eugenio de los Ángeles Zeledón Vílchez,"Madriz, San Antonio, San Juan del Rio Coco, Madriz",86.25
14,36,Buenos Aires,Luis Emilio Valladarez,"Nueva Segovia, Las Manos, Dipilto, Nueva Segovia",85.28
15,37,La Leona,Luis Beltrán Cornejo Barreda,"Madriz, San Juan del Rio Coco, Madriz",85.22
16,35,Los Planes del Águila,Bayardo José Díaz Garmendia,"Nueva Segovia, El Aguila, Jalapa, Nueva Segovia",85.19
17,32,La Guadalupana,Napoleón Tercero Gómez,"Nueva Segovia, Las Nubes, Dipilto, Nueva Segovia",84.97
18,40,Coop. 15 de Septiembre,Arístides Miranda Blandon,"Madriz, San Juan del Rio Coco, Madriz",84.86
19,42,Los Achiote,Estela Marina Mendoza Sandres,"Nueva Segovia, El Volcan, Dipilto, Nueva Segovia",84.69
20,35,Monte Cristo,Jaime Jose Molina Fiallos,"Somoto, Madriz",84.47
21,36,"El Naranjo ,Dipilto",Luis Emilio Valladarez,"Nueva Segovia, El Guasimo, Dipilto, Nueva Segovia",84.44
22,34,Los Cipreses,Domingo de Jesús Herrera Ruiz,"Dipilto, Nueva Segovia",84.25
23,39,Las Nubes,Noel Antonio Ruiz Ramos,"Madriz, Majaste, San Juan del Rio Coco, Madriz",84.19
24,38,Santa Fátima,José Efraín Guillen Portillo,"Madriz, San Juan del Rio Coco, Madriz",84.19
25,37,Cofradía,Fabricio de Jesús Zeledón López,"Madriz, San Juan del Rio Coco, Madriz",84.17
26,33,Oro Verde,Bismark Pastrana Pérez,"Nueva Segovia, Mozonte, Ocotal, Nueva Segovia",84
