RANK,SIZE,FARM / CWS,FARMER / REPRESENTATIVE,REGION,SCORE
1,18,El Progreso,José Noel Talavera,"Dipilto, Nueva Segovia",91.6
2,15,Santa Fe,Rosalío Mejía Medina,"Dipilto, Nueva Segovia",91.04
3,16,El Cipres,Domingo Herrera Ruiz,"Dipilto, Nueva Segovia",90.71
4,15,Cerro del Cielo,Mauricio Vilchez Urbina,"Mozonte, Nueva Segovia",90.1
5,15,San Miguelito,Pedro Antonio Agurcia Moncada,"Jalapa, Nueva Segovia",89.56
6,20,Coop. La Unión,"Ibis Garcia, Maria Mejia, Teodoro Garcia/ Prodecoop","Dipilto, Nueva Segovia",88.67
7,15,La Carolina,Andres Figueroa Lopez,"Dipilto, Nueva Segovia",88.58
8,28,Coop Luis Alberto Vasquez,"Luis A Vasquez, Maria Gomez, Mario Torrez, Santos Martinez/Prodecoop","San Lucas, Madriz",87.48
9,15,Los Angeles,Pastora Peralta Sequeira,"Dipilto, Nueva Segovia",87.42
10,15,Santa Isabel,Jaime Armando Lovo Moncada,"Dipilto, Nueva Segovia",86.41
11,20,Coop Justo Pastor Herrera,"Jorge Gonzalez Amador, Miguel Adolfo Gamez, Nelson Omar Gamez","Dipilto, Nueva Segovia",85.98
12,19,Terra Linda/San Antonio,Maria Tereza Tercero Alfaro,"Mozonte, Nueva Segovia",85.96
13,27,La Pradera,David Ariel Lovo Gutierrez,"Dipilto, Nueva Segovia",85.67
14,22,Los Laureles,Orlando López Osorio,"Dipilto, Nueva Segovia",85.65
15,24,San Ramón,Donald Roque Lopez,"Dipilto, Nueva Segovia",85.5
16,23,Cipreses de Loma Fría,Emilio Gutierrez Q.,"Dipilto, Nueva Segovia",85.24
17,17,San Antonio,Ofelia Vasquez Funes,"Telpaneca, Madriz",85.09
18,15,La Esperanza,Salatiel de Jesús Zavala Ferrufino,"Dipilto, Nueva Segovia",84.98
19,24,La Florida,Fernando López Sauceda,"Dipilto, Nueva Segovia",84.83
20,19,La Santisima,Mario Vilchez Urbina,"Mozonte, Nueva Segovia",84.8
21,16,La Locura del Uruguayo,Juan Cáceres Pintos,"Aranjuez, Matagalpa",84.78
22,15,Villa Guadalupe,Francisco Moncada Midence,"Dipilto, Nueva Segovia",84.76
23,15,Las Mercedes,Carlos Flores Chavarria/Cecocafen,"Jucuapa, Matagalpa",84.5
24,25,Cooperativa 5 de junio,Cooperativa 5 de Junio,"Las Sabanas, Madriz",84.46
25,15,El Suyatal,Luis Emilio Valladarez Zelaya,"Dipilto, Nueva Segovia",84.31
