RANK,SIZE,FARM / CWS,FARMER / REPRESENTATIVE,REGION,SCORE
1,17,Cerro del Cielo,Mauricio Esteban Vilchez Urbina,"Los Arados Mozonte, Nueva Segovia",92.25
2,14,La Gloria / Limoncillo,Ethel McEwan / Maria Ligia Mierisch McEwan,"Yassica Norte Tuma la Dalia, Matagalpa",91.43
3,23,El Guaval,Francisco Esteban Bendaña McEwan,"San Ramon, Matagalpa",90.28
4,16,Divina Providencia,Misael Sauceda Olivera,"Dipilto, Nueva Segovia",89.08
5,17,Linda Vista,Marlene Galo,"Dipilto, Nueva Segovia",89.03
6,16,La Buena Estancia,Absalon Antonio Gonzalez Arauz,"Dipilto, Nueva Segovia",88.93
7,16,Linda Vista,Antonio Galo Sanchez,"Dipilto, Nueva Segovia",88.35
8,15,Los Cipreses,Domingo de Jesús Herrera Ruiz,"Dipilto, Nueva Segovia",88.33
9,16,Los Jilgueros,Manuel Armando Peralta Paguaga,"Macuelizo-Brujil, Nueva Segovia",88.25
10,19,Cooperativa Zacarias Padilla,Prodecoop R.L,"Telpaneca, Madriz",87.9
11,16,San José,Eudoro Guillén González,"Las Manos, Nueva Segovia",86.6
12,16,El Rancho,Ronalddy Briceño Montecino,"Dipilto, Nueva Segovia",86.5
13,19,La Virgen,Udo Herman Ernst Spies,"Pueblo Nuevo, Nueva Segovia",86.02
14,16,Buenos Aires,Luis Emilio Valladarez Zelaya,"Dipilto, Nueva Segovia",85.86
15,15,San Francisco,Eduardo Rodriguez Escoto,"Dipilto, Nueva Segovia",85.74
16,15,La Sorpresa,Justo Pastor Montesino,"Dipilto, Nueva Segovia",85.52
17,15,El Porvenir,Manuel Gonzalez Ponce,"Macuelizo, Nueva Segovia",85.43
18,20,Monte Cristo,Jaime Jose Molina Fiallos,"Somoto, Madriz",85.36
19,18,Las Nubes,Reginaldo Castellano Paguaga,"Dipilto, Nueva Segovia",85.33
20,15,Buena Vista,Aristides Hernandez Gomez,"Jalapa, Nueva Segovia",85
21,20,Santa Maria de Lourdes,Octavio Peralta Paguaga,"San Fernando, Nueva Segovia",84.9
22,17,El Porvenir,Sergio Noe Ortez,"San Fernando, Nueva Segovia",84.33
23,31,Buena Esperanza,Mario Absalon Cerna Barquero,"San Ramon, Matagalpa",84.24
24,15,San Ramon,Joaquin Averruz Ponce,"Dipilto, Nueva Segovia",84.24
25,17,Coop. Jose Alfredo Zeledon,"PRODECOOP, R.L.","San Juan del Rio Coco, Madriz",84
